objectid,ccdd,ccpp,ccdi,ubigeo,nombdist,fuente,periodo,ccdd_c,ccpp_c,ccdi_c,fec_reg
840,09,02,03,090203,ANTA,V Censo Nacional Economico,1,090,01,00,2022-07-22T01:39:29Z
1,01,01,01,010101,CHACHAPOYAS,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
6,01,01,06,010106,CHUQUIBAMBA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
28,01,03,01,010301,JUMBILLA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
45,01,05,03,010503,COCABAMBA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
10,01,01,10,010110,LEIMEBAMBA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
470,05,03,04,050304,SANTIAGO DE LUCANAMARCA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
19,01,01,19,010119,SAN ISIDRO DE MAINO,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
490,05,05,07,050507,SANTA ROSA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
491,05,05,08,050508,TAMBO,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
492,05,05,09,050509,SAMUGARI,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
493,05,05,10,050510,ANCHIHUAY,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
494,05,05,11,050511,ORONCCOY,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
1723,21,09,02,210902,CONIMA,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
21,01,01,21,010121,SONCHE,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
54,01,05,12,010512,OCALLI,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
33,01,03,06,010306,FLORIDA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
1745,21,12,10,211210,SAN PEDRO DE PUTINA PUNCO,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1768,22,03,04,220304,SANTA ROSA,V Censo Nacional Economico,1,22A,01,00,2022-07-22T01:39:29Z
39,01,03,12,010312,YAMBRASBAMBA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
47,01,05,05,010505,CONILA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
1425,15,09,01,150901,OYON,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
77,01,06,12,010612,VISTA ALEGRE,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
78,01,07,01,010701,BAGUA GRANDE,V Censo Nacional Economico,1,010,03,00,2022-07-22T01:39:29Z
79,01,07,02,010702,CAJARURO,V Censo Nacional Economico,1,010,03,00,2022-07-22T01:39:29Z
59,01,05,17,010517,SAN FRANCISCO DEL YESO,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
60,01,05,18,010518,SAN JERONIMO,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
85,02,01,01,020101,HUARAZ,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
64,01,05,22,010522,TINGO,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
67,01,06,02,010602,CHIRIMOTO,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
68,01,06,03,010603,COCHAMAL,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
70,01,06,05,010605,LIMABAMBA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
71,01,06,06,010606,LONGAR,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
89,02,01,05,020105,INDEPENDENCIA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
92,02,01,08,020108,OLLEROS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
93,02,01,09,020109,PAMPAS GRANDE,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
94,02,01,10,020110,PARIACOTO,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
102,02,03,01,020301,LLAMELLIN,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
103,02,03,02,020302,ACZO,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
107,02,03,06,020306,SAN JUAN DE RONTOY,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
110,02,05,01,020501,CHIQUIAN,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
113,02,05,04,020504,AQUIA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
114,02,05,05,020505,CAJACAY,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
116,02,05,07,020507,COLQUIOC,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
117,02,05,08,020508,HUALLANCA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
118,02,05,09,020509,HUASTA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
121,02,05,12,020512,MANGAS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
122,02,05,13,020513,PACLLON,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
125,02,06,01,020601,CARHUAZ,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
130,02,06,06,020606,MARCARA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
132,02,06,08,020608,SAN MIGUEL DE ACO,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
136,02,07,01,020701,SAN LUIS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
139,02,08,01,020801,CASMA,V Censo Nacional Economico,1,02B,03,00,2022-07-22T01:39:29Z
140,02,08,02,020802,BUENA VISTA ALTA,V Censo Nacional Economico,1,02B,03,00,2022-07-22T01:39:29Z
26,01,02,05,010205,IMAZA,V Censo Nacional Economico,1,010,02,00,2022-07-22T01:39:29Z
141,02,08,03,020803,COMANDANTE NOEL,V Censo Nacional Economico,1,02B,03,00,2022-07-22T01:39:29Z
142,02,08,04,020804,YAUTAN,V Censo Nacional Economico,1,02B,03,00,2022-07-22T01:39:29Z
146,02,09,04,020904,CUSCA,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
147,02,09,05,020905,LA PAMPA,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
150,02,10,01,021001,HUARI,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
212,02,16,03,021603,PAROBAMBA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
213,02,16,04,021604,QUINUABAMBA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
214,02,17,01,021701,RECUAY,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
215,02,17,02,021702,CATAC,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
216,02,17,03,021703,COTAPARACO,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
217,02,17,04,021704,HUAYLLAPAMPA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
152,02,10,03,021003,CAJAY,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
153,02,10,04,021004,CHAVIN DE HUANTAR,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
155,02,10,06,021006,HUACCHIS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
156,02,10,07,021007,HUACHIS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
157,02,10,08,021008,HUANTAR,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
159,02,10,10,021010,PAUCAS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
166,02,11,01,021101,HUARMEY,V Censo Nacional Economico,1,02B,03,00,2022-07-22T01:39:29Z
174,02,12,04,021204,HUAYLAS,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
176,02,12,06,021206,PAMPAROMAS,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
178,02,12,08,021208,SANTA CRUZ,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
179,02,12,09,021209,SANTO TORIBIO,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
180,02,12,10,021210,YURACMARCA,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
506,05,06,08,050608,LARAMATE,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
507,05,06,09,050609,LEONCIO PRADO,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
508,05,06,10,050610,LLAUTA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
184,02,13,04,021304,FIDEL OLIVAS ESCUDERO,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
522,05,07,03,050703,CORONEL CASTAÑEDA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
189,02,14,01,021401,OCROS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
190,02,14,02,021402,ACAS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
260,03,02,01,030201,ANDAHUAYLAS,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
565,05,11,05,051105,HUAMBALPA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
1414,15,08,02,150802,AMBAR,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1415,15,08,03,150803,CALETA DE CARQUIN,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1416,15,08,04,150804,CHECRAS,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
193,02,14,05,021405,COCHAS,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
302,03,04,16,030416,TORAYA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
306,03,05,03,030503,COYLLURQUI,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
307,03,05,04,030504,HAQUIRA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
308,03,05,05,030505,MARA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
309,03,05,06,030506,CHALLHUAHUACHO,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
197,02,14,09,021409,SAN PEDRO,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
201,02,15,03,021503,CONCHUCOS,V Censo Nacional Economico,1,02B,01,00,2022-07-22T01:39:29Z
206,02,15,08,021508,PALLASCA,V Censo Nacional Economico,1,02B,01,00,2022-07-22T01:39:29Z
219,02,17,06,021706,MARCA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
221,02,17,08,021708,PARARIN,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
223,02,17,10,021710,TICAPAMPA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
227,02,18,04,021804,MACATE,V Censo Nacional Economico,1,02B,01,00,2022-07-22T01:39:29Z
228,02,18,05,021805,MORO,V Censo Nacional Economico,1,02B,02,00,2022-07-22T01:39:29Z
229,02,18,06,021806,NEPEÑA,V Censo Nacional Economico,1,02B,02,00,2022-07-22T01:39:29Z
230,02,18,07,021807,SAMANCO,V Censo Nacional Economico,1,02B,02,00,2022-07-22T01:39:29Z
232,02,18,09,021809,NUEVO CHIMBOTE,V Censo Nacional Economico,1,02B,02,00,2022-07-22T01:39:29Z
237,02,19,05,021905,CHINGALPO,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
238,02,19,06,021906,HUAYLLABAMBA,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
239,02,19,07,021907,QUICHES,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
240,02,19,08,021908,RAGASH,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
241,02,19,09,021909,SAN JUAN,V Censo Nacional Economico,1,02A,02,00,2022-07-22T01:39:29Z
243,02,20,01,022001,YUNGAY,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
244,02,20,02,022002,CASCAPARA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
247,02,20,05,022005,QUILLO,V Censo Nacional Economico,1,02B,03,00,2022-07-22T01:39:29Z
249,02,20,07,022007,SHUPLUY,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
250,02,20,08,022008,YANAMA,V Censo Nacional Economico,1,02A,01,00,2022-07-22T01:39:29Z
251,03,01,01,030101,ABANCAY,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
252,03,01,02,030102,CHACOCHE,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
253,03,01,03,030103,CIRCA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
254,03,01,04,030104,CURAHUASI,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
255,03,01,05,030105,HUANIPACA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
256,03,01,06,030106,LAMBRAMA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
257,03,01,07,030107,PICHIRHUA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
644,06,08,03,060803,CHONTALI,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
645,06,08,04,060804,COLASAY,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
263,03,02,04,030204,HUANCARAMA,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
265,03,02,06,030206,HUAYANA,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
269,03,02,10,030210,PAMPACHIRI,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
668,06,11,01,061101,SAN MIGUEL,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
271,03,02,12,030212,SAN ANTONIO DE CACHI,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
272,03,02,13,030213,SAN JERONIMO,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
273,03,02,14,030214,SAN MIGUEL DE CHACCRAMPA,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
275,03,02,16,030216,TALAVERA,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
276,03,02,17,030217,TUMAY HUARACA,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
1050,12,01,05,120105,CHACAPAMPA,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
279,03,02,20,030220,JOSE MARIA ARGUEDAS,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
280,03,03,01,030301,ANTABAMBA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
282,03,03,03,030303,HUAQUIRCA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
283,03,03,04,030304,JUAN ESPINOZA MEDRANO,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
284,03,03,05,030305,OROPESA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
298,03,04,12,030412,SAÑAYCA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
300,03,04,14,030414,TAPAIRIHUA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
313,03,06,04,030604,HUACCANA,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
314,03,06,05,030605,OCOBAMBA,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
320,03,06,11,030611,LOS CHANKAS,V Censo Nacional Economico,1,030,02,00,2022-07-22T01:39:29Z
322,03,07,01,030701,CHUQUIBAMBILLA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
696,07,01,01,070101,CALLAO,V Censo Nacional Economico,1,070,02,00,2022-07-22T01:39:29Z
328,03,07,07,030707,PATAYPAMPA,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
335,03,07,14,030714,CURASCO,V Censo Nacional Economico,1,030,01,00,2022-07-22T01:39:29Z
338,04,01,03,040103,CAYMA,V Censo Nacional Economico,1,040,02,00,2022-07-22T01:39:29Z
339,04,01,04,040104,CERRO COLORADO,V Censo Nacional Economico,1,040,02,00,2022-07-22T01:39:29Z
340,04,01,05,040105,CHARACATO,V Censo Nacional Economico,1,040,03,00,2022-07-22T01:39:29Z
343,04,01,08,040108,LA JOYA,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
354,04,01,19,040119,SAN JUAN DE TARUCANI,V Censo Nacional Economico,1,040,02,00,2022-07-22T01:39:29Z
355,04,01,20,040120,SANTA ISABEL DE SIGUAS,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
356,04,01,21,040121,SANTA RITA DE SIGUAS,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
1879,25,02,01,250201,RAIMONDI,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
424,04,06,05,040605,IRAY,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
425,04,06,06,040606,RIO GRANDE,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
426,04,06,07,040607,SALAMANCA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
427,04,06,08,040608,YANAQUIHUA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
27,01,02,06,010206,LA PECA,V Censo Nacional Economico,1,010,02,00,2022-07-22T01:39:29Z
29,01,03,02,010302,CHISQUILLA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
428,04,07,01,040701,MOLLENDO,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
429,04,07,02,040702,COCACHACRA,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
1712,21,07,10,210710,VILAVILA,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
436,04,08,03,040803,CHARCANA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
437,04,08,04,040804,HUAYNACOTAS,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
438,04,08,05,040805,PAMPAMARCA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
439,04,08,06,040806,PUYCA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
440,04,08,07,040807,QUECHUALLA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
11,01,01,11,010111,LEVANTO,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
12,01,01,12,010112,MAGDALENA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
461,05,02,01,050201,CANGALLO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
462,05,02,02,050202,CHUSCHI,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
463,05,02,03,050203,LOS MOROCHUCOS,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
14,01,01,14,010114,MOLINOPAMPA,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
16,01,01,16,010116,OLLEROS,V Censo Nacional Economico,1,010,01,00,2022-07-22T01:39:29Z
471,05,04,01,050401,HUANTA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
472,05,04,02,050402,AYAHUANCO,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
1717,21,08,05,210805,MACARI,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1718,21,08,06,210806,NUÑOA,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1719,21,08,07,210807,ORURILLO,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
365,04,02,01,040201,CAMANA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
349,04,01,14,040114,POLOBAYA,V Censo Nacional Economico,1,040,03,00,2022-07-22T01:39:29Z
369,04,02,05,040205,NICOLAS DE PIEROLA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
382,04,03,10,040310,JAQUI,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
383,04,03,11,040311,LOMAS,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
384,04,03,12,040312,QUICACHA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
385,04,03,13,040313,YAUCA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
386,04,04,01,040401,APLAO,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
387,04,04,02,040402,ANDAGUA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
359,04,01,24,040124,UCHUMAYO,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
360,04,01,25,040125,VITOR,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
405,04,05,06,040506,COPORAQUE,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
406,04,05,07,040507,HUAMBO,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
407,04,05,08,040508,HUANCA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
362,04,01,27,040127,YARABAMBA,V Censo Nacional Economico,1,040,03,00,2022-07-22T01:39:29Z
409,04,05,10,040510,LARI,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
410,04,05,11,040511,LLUTA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
431,04,07,04,040704,ISLAY,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
432,04,07,05,040705,MEJIA,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
433,04,07,06,040706,PUNTA DE BOMBON,V Censo Nacional Economico,1,040,04,00,2022-07-22T01:39:29Z
434,04,08,01,040801,COTAHUASI,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
442,04,08,09,040809,TAURIA,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
444,04,08,11,040811,TORO,V Censo Nacional Economico,1,040,05,00,2022-07-22T01:39:29Z
445,05,01,01,050101,AYACUCHO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
446,05,01,02,050102,ACOCRO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
447,05,01,03,050103,ACOS VINCHOS,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
448,05,01,04,050104,CARMEN ALTO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
449,05,01,05,050105,CHIARA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
452,05,01,08,050108,QUINUA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
1298,15,01,06,150106,CARABAYLLO,V Censo Nacional Economico,1,150,02,01,2022-07-22T01:39:29Z
454,05,01,10,050110,SAN JUAN BAUTISTA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
1301,15,01,09,150109,CIENEGUILLA,V Censo Nacional Economico,1,150,12,00,2022-07-22T01:39:29Z
1302,15,01,10,150110,COMAS,V Censo Nacional Economico,1,150,02,02,2022-07-22T01:39:29Z
1303,15,01,11,150111,EL AGUSTINO,V Censo Nacional Economico,1,150,04,00,2022-07-22T01:39:29Z
465,05,02,05,050205,PARAS,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
475,05,04,05,050405,LURICOCHA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
476,05,04,06,050406,SANTILLANA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
477,05,04,07,050407,SIVIA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
478,05,04,08,050408,LLOCHEGUA,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
479,05,04,09,050409,CANAYRE,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
484,05,05,01,050501,SAN MIGUEL,V Censo Nacional Economico,1,050,02,00,2022-07-22T01:39:29Z
527,05,07,08,050708,UPAHUACHO,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
528,05,08,01,050801,PAUSA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
529,05,08,02,050802,COLTA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
531,05,08,04,050804,LAMPA,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
533,05,08,06,050806,OYOLO,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
538,05,09,01,050901,QUEROBAMBA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
572,06,01,04,060104,COSPAN,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
543,05,09,06,050906,MORCOLLA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
573,06,01,05,060105,ENCAÑADA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
545,05,09,08,050908,SAN PEDRO DE LARCAY,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
548,05,09,11,050911,SORAS,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
549,05,10,01,051001,HUANCAPI,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
551,05,10,03,051003,APONGO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
553,05,10,05,051005,CANARIA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
558,05,10,10,051010,HUAYA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
559,05,10,11,051011,SARHUA,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
560,05,10,12,051012,VILCANCHOS,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
561,05,11,01,051101,VILCAS HUAMAN,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
576,06,01,08,060108,LOS BAÑOS DEL INCA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
568,05,11,08,051108,VISCHONGO,V Censo Nacional Economico,1,050,01,00,2022-07-22T01:39:29Z
569,06,01,01,060101,CAJAMARCA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
570,06,01,02,060102,ASUNCION,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
581,06,02,01,060201,CAJABAMBA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
582,06,02,02,060202,CACHACHI,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
583,06,02,03,060203,CONDEBAMBA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
591,06,03,07,060307,MIGUEL IGLESIAS,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
597,06,04,01,060401,CHOTA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
598,06,04,02,060402,ANGUIA,V Censo Nacional Economico,1,060,02,00,2022-07-22T01:39:29Z
